FID,IID,PS_PL1,PS_PL2,PS_PL3,PS_PL4,PS_PL5,PS_PL6,PS_PL7,PS_PL8,SM_PL9,SM_PL10,SM_PL11,SM_PL12,SM_PL14,SM_PL16,SM_PL18,SM_PL19,SM_PL21,SM_PL22,SM_PL24,SM_PL25,PE_PL26,PE_PL27,PE_PL28,PE_PL30,PE_PL31,PC_PL33,PC_PL34,PC_PL35,PC_PL36,PC_PL37,PC_PL38,PC_PL39,PC_PL40,PC_PL43,PC_PL44,PI_PL46,PI_PL47,PI_PL48,PI_PL49,PI_PL50,PI_PL51,LPC_PL52,LPC_PL53,LPC_PL55,LPC_PL56,LaCer_PL57,LaCer_PL58,LaCer_PL59,LaCer_PL60,LaCer_PL61,LaCer_PL62,LaCer_PL64,LaCer_PL66,Glucer_PL67,Glucer_PL69,Glucer_PL70
286,286,1363209,2788874,4381893,14645888,13742186,4567760,5277217,4221565,11885752,4350964,9069243,43190779,18435108,38071881,2943520,46266162,2806919,43694793,2820904,21650331,4691771,22313299,21964846,36723080,71905260,18777895,97291595,27146819,33048908,90241058,28594118,48465055,119130453,32072587,52129710,3980414,7027531,7971491,1099716,1382638,1176768,5894256,1186102,2731541,1270657,1321968,672303,1067121,1449596,1446987,2950026,3564173,1763413,789743,1160241,686177
214,214,2195749,4022245,3744556,10722659,10479182,2831865,3422532,2560626,9001877,3689823,7702124,46313210,14996377,30555902,3361501,42137697,2688144,41713524,3685402,23212080,6104012,30550998,25497622,31493428,53061066,27764630,118020711,28483540,41786798,112783262,36242601,64844018,128749099,29411682,39305013,6561240,7088507,7895513,1005384,1325396,1059104,10935187,1344196,1766516,1440833,1060266,674522,1184515,1359632,1607950,3087187,3951245,1939218,1108003,1430867,880424
103,103,1592236,3815114,4434638,13421078,15798972,4346105,6784755,5318901,10891884,4047918,10738567,66236495,19752612,46813659,3654515,67177539,4027831,82030125,3902723,36651734,5773348,26861812,26185774,34375411,64083526,16272054,93764309,28430352,28610587,103702348,18937349,44756370,104043762,22716829,32926132,3309169,4978332,5011033,1077233,1580295,1345122,9126315,2284345,3097581,1759271,913805,366062,557666,1055069,962915,2561189,3982352,1723479,828351,1031117,657418
142,142,1830373,4085685,4781976,14298338,16102321,4623854,6614513,7476884,11957684,4821885,11890216,55943857,19547986,42733435,3576752,58217886,3569325,59886625,3644152,28742659,7331947,27037602,22071675,33514777,58349469,28790383,104717373,29157873,36295345,83294057,14473471,37074372,97682938,21940338,36538509,3482805,4766404,4888223,971715,1295557,1035038,14613199,3117208,5501013,3462394,1011955,671209,1189357,1609917,1727720,3302060,4693456,2148325,1431711,1933841,998592
179,179,1635932,3846035,4131674,13852815,14740459,4549344,5459394,4227113,11650929,3964756,8817145,45448305,20116321,36434143,4732117,45002350,4773289,39227482,4267462,22072812,5184694,16048598,18648623,23422360,51119264,19823743,78152600,21338728,29588007,55398999,11655368,30641583,88769619,19738594,39338166,2278236,4789615,4937238,653054,811701,606413,8087854,1922066,7316316,2045461,1051904,1129107,1565827,1979692,1813255,3912862,3978407,2135684,1257196,1137233,550738
143,143,3529575,7321648,5849687,15796424,14807687,5633397,6474354,8152421,13153655,6769086,NA,81180545,20654277,39887710,5491209,65972108,4975385,63736884,5933726,31525434,10316042,37642564,26447644,38782307,60349779,33605800,130772726,39629509,46980955,118424131,19273674,51466476,122155040,24807932,35517447,5930426,6598081,5754324,1047496,1256502,866372,29266554,6279914,8478295,3473540,1269102,665610,1446950,1509061,1869204,4347484,5008764,2558224,1768079,1931549,915287
250,250,2257268,3911487,5127251,14832970,13693679,4610888,5696332,4475400,11737512,5153906,8561381,59238056,20036251,39636178,3505133,51040289,2855814,53621733,3443713,26238783,7630056,36046320,24587140,40642141,64586981,33549169,138175320,29126608,50400727,124781884,37832520,60835250,129041770,34705230,46073097,6479686,7986588,7889049,1024297,1176076,967689,7708009,1302800,3540353,2007731,906077,669903,1118422,1259158,1438641,2821294,3630928,1615588,1202830,1604348,889992
180,180,1082402,3171290,4266271,14617560,16906432,4268256,6514112,3085985,13877461,5369548,9869253,50768666,20899623,39932545,5492123,52107201,5534234,44872968,5368812,28238801,4077014,16064637,20895372,25611019,58513902,12628783,68035741,20677767,26066045,60873448,11907910,33354555,93587768,21371273,40522522,2309081,4705080,5461541,965498,1244072,952216,5468127,1355676,8185537,1628903,966216,903739,1224619,1676727,1468227,3192137,3462938,2046935,1095559,1006687,539561
287,287,1804517,3737523,4017923,12820156,11362940,4370264,4769687,3009955,10447711,4080923,7878395,37368035,15360788,27669548,2770270,34227428,2180840,27439055,2382012,15577441,4482450,20500979,20410850,32048065,59071251,22542464,98456259,24234242,35287878,79356990,24096429,42322870,105684071,26982379,44568784,3471148,6085684,7295602,989361,1232011,1030985,5520352,1105650,2225663,894252,1580050,949234,1564380,1677493,1802575,3284834,3402801,2021930,1274013,1433990,866483
215,215,1980685,4161269,4184814,14273149,13717515,3481894,4120521,3055502,11056694,4516596,6963315,45435577,18882050,32757676,3322022,43565458,2198995,38710960,3330638,20664342,6349708,24801921,24688761,33706021,72071058,38669813,138783077,26279383,47336079,113012038,31545079,51563078,133696046,30970226,52379551,5916965,8185695,10133812,984052,1307994,1072671,15894413,1817565,2952711,2025873,1170671,1058968,2024696,1843332,2255284,4113103,4517762,2252450,1462055,2226530,1183200
144,144,1895930,3355824,4738954,13078962,11681322,4304773,5124292,5388652,10604863,4462529,8530420,45733417,16745155,37320130,2939564,48404040,2778631,49533813,2956555,25651654,6585246,25384612,19558863,30663981,48452989,30723777,107521191,22231123,32062811,81899239,16070664,40988073,82711858,20279511,29153144,2860123,4416609,4658524,988390,1281741,1071767,11313802,2713504,6582046,2351452,1046842,742847,1401353,1684456,2110232,3315342,4830881,2356723,1627713,1891820,1153881
104,104,3110004,5826626,6652541,18879849,16188988,6133186,6710848,7002147,14407973,6474691,12796525,77969342,16884305,45060902,3679612,62214706,4243448,81514714,4216299,37630088,7441585,38379259,26996164,46025353,70055892,34102032,144927911,37967957,38754766,142127009,22482516,57232427,128784425,27914444,41009884,4655127,6877605,6994797,1317761,1741865,1304022,22043664,4927406,6282074,3865264,1037753,352632,972693,1212902,1811417,2865235,5103342,2243439,1348382,1352640,985402
251,251,751423,1666831,3717363,11626727,11782976,3493682,4584275,4483843,10027103,3185353,6122448,39294935,18679972,37765166,3458238,42326299,2315460,40475549,3056179,21715910,2811176,15886225,18234499,29654498,57211296,11045287,70052970,17075340,22861934,75348178,24585317,44017305,100066458,27943856,41510314,2402125,5314255,4908464,1403735,1866523,1487944,7569319,956595,2559322,1670621,785606,612916,860351,1167698,1158876,2161562,2692643,1227500,797355,1082965,670264
145,145,1983659,5434120,4691446,16034622,19840797,4865694,7246745,6776134,15674464,8588932,15320720,85087540,21953122,45784744,4507480,71315592,4108133,74954110,5522871,36319234,7493929,27084878,28271846,30806378,68323857,18329175,96070950,25864294,35718819,96550451,16126124,45715391,118642514,27473539,48139300,4926925,6592598,7064276,1129878,1507484,1171989,10964806,2608924,8703072,2606372,2190001,776867,1456700,1872177,2014778,4766698,6379299,3618693,1460231,1509839,890213
146,146,2016481,4531272,4552164,13434259,14174634,4411250,5697305,6599824,10702677,5773846,9578673,54733284,15862797,35933636,3175412,50589652,3146831,56301575,3418385,27384073,9865554,29228603,23865083,28613295,54147304,31265136,117565354,27421987,37714367,94062212,14315397,38150076,104260963,19309693,31028485,3574892,5092506,5343921,930950,1236625,949688,14881967,3527211,12041194,2510950,1128318,596906,1398833,1410661,2056515,3315338,4941897,2266367,1622213,1781256,1051437
147,147,2175739,4406794,4933048,13140817,11535297,4364980,4851152,5895494,11034940,5497509,11393377,60453911,17689592,32984386,4153262,56520939,3432959,55016502,4781092,30580487,14130121,33874298,22524636,26267318,41449011,21739052,103287190,28736202,31718559,105742367,17088310,41814224,95905399,17114589,24706678,3813369,4319071,4906921,884573,1173545,875352,18366358,3959579,12314393,2485508,872569,516786,995430,1100732,1245500,3163390,3521918,1735848,1264282,2154607,897736
181,181,841037,2577277,4675273,17185922,19529593,4886814,6908572,4883667,13370798,5331428,10486470,61428618,25021716,38065409,NA,55600463,NA,42693031,9055888,28188505,2727209,10449701,18000522,26622295,63309473,10036895,54319588,11837228,22171964,54979462,10521285,29637062,98195134,25338067,60135448,1660773,4774308,5619815,1124834,1673892,1089655,4254231,1090186,8854929,1486692,1213698,1044601,1229672,1607778,1133695,3594246,3124964,1980795,931344,805975,355715
288,288,1049564,2903106,3502071,13083958,15158619,4259985,5669822,4337164,9575576,3850300,8010450,40917895,19228374,34296275,3112062,43937457,2864755,37936665,2787006,20457946,3764016,15831023,21532769,29790494,74602750,19792962,92235633,23345164,35714060,77837652,22358155,36067779,119544611,26687129,55298806,2934508,6537527,7305240,1309716,1691327,1336877,5736122,1099444,2604437,1012259,834773,493071,834850,864731,973258,1890533,2092234,1114142,791159,1136821,626857
148,148,1711543,3877135,4175689,13164474,14075811,4219169,5722172,5159401,12247803,5620925,9046764,59535693,19339739,40566844,3969170,61657367,3354644,65981418,4766070,35601069,8670831,28268960,24336847,31396759,57284016,18749995,92573291,22042913,30872097,84574704,15535865,41614600,102312789,21331833,32373574,3070617,4632700,4870533,1225439,1552473,1183326,8157282,1788761,4716391,1497932,821365,368787,709131,853186,999156,2375402,3218345,1726581,1212922,1345959,929805
149,149,1249964,3125846,3628741,11860121,14680655,3745419,5735038,5244908,11411407,7017128,10871660,60803213,17009944,41488882,3294810,59218865,3276279,69166884,3658450,33007548,12113316,27034839,27225408,23340218,46573577,16442307,89008268,26835430,24521808,89113052,13523570,34157468,107516626,16369140,28757648,3198788,5020842,5896302,1088884,1608092,1266105,13041054,3248037,NA,1265940,1701422,669783,1620964,1782932,2767505,4394035,6120090,3136828,1368856,1463266,916235
289,289,1568729,2826878,3792974,11838055,11033152,3833864,4730401,3560853,8562840,3616380,7356141,33858456,15043289,31885635,2398668,36951567,2347697,35808921,2204006,17316957,5342497,26684166,21352044,32752652,54682476,29828905,112986750,28862164,36783762,90954426,28774144,48152603,107884373,23772554,33135703,4420331,6163306,7643559,737576,936491,780107,5527820,1083737,1807732,951760,832586,489601,1019634,1047262,1556337,2139168,2631770,1187010,1179867,1697629,974091
182,182,1489768,3715482,5169621,16482637,18558779,4864457,7021167,3631737,14516067,6161487,9409277,57235302,23113293,45860381,5748755,61729900,5858452,58737998,6437578,35649286,4221934,17303272,19138244,30123429,61871458,18048036,73314166,17385466,28000433,62644202,12588263,33121523,91213795,27487559,47866977,2230107,5188022,5510505,919885,1260807,967540,4698892,1205375,7145874,1891746,1009915,843493,1599984,1655414,1929519,3617448,4298167,2619342,1276916,1371302,851016
105,105,2791822,5492470,5452987,16244410,14024650,5532992,6127278,6073646,13825019,7507470,11906062,61693023,19652829,46551964,3724841,58259659,3467647,62209878,3651913,30097072,7011536,34078968,29100143,40470695,67057578,31216382,149164823,38878221,39025271,135277632,21117630,59186835,137423043,26096079,38976567,4395358,6109202,6787642,1035749,1619293,1310443,19359824,4331025,4837948,2766592,1045378,547448,1301030,1597538,2279804,3042392,4869084,2487744,1388171,1573046,1040187
150,150,2083799,4810102,5327027,15718725,16246735,4694940,6551918,5705285,13792538,6905490,12194546,80171090,22971741,49286438,4671880,77580538,4892752,90868360,5392438,42438825,8532423,32034103,24193778,35480767,62255531,31027628,119354984,27500974,40702489,114549118,17971393,46142649,112916678,24850573,36845515,4819180,5713376,6365385,997079,1408568,1131755,15250595,3659751,12590607,3362638,922198,459297,917059,1108723,1304730,3016759,4687056,2181197,1438066,1935416,1104052
151,151,3588035,5704685,5814105,13031215,8843212,5205963,4412755,5547847,12008679,4837838,11625759,63302042,16970654,31868762,4713636,55655330,3857181,53988878,5742292,29336958,7638536,33835649,19377880,35326098,40913320,24830532,102194851,31398615,34844268,99332140,17827584,45931590,89134788,19250014,23815532,3893846,4217189,3735445,1013859,1123563,745378,28191481,7307040,15669420,3070273,1098039,583923,948260,1210842,1190980,3392565,4142370,2293155,1517146,1843467,1056200
252,252,1596634,3471601,4239628,13782909,15201085,4326664,6052492,5522771,12291841,4765023,9774745,56710594,19803390,37073083,3431046,51370262,3055614,49630981,3737737,26896634,5530543,27010572,25460485,35621939,71627140,24497733,104799338,28274202,36334738,93569213,27519558,47393903,134023947,31186061,53134863,5575066,7631437,9445681,1260406,1696584,1407807,10151236,1610394,2948745,1960006,1192055,598041,1022086,1132843,1256637,2893045,3421699,1667502,1211714,1675977,974781
290,290,1868738,3593498,4367674,13458272,12074471,4833473,4901771,4799025,8948771,3138121,7778395,35339517,17017190,34984441,2809576,40623824,2628140,36175834,2399638,18911329,5172756,21354956,22351258,34359328,63713938,27690140,105010414,29896923,37033967,77746437,24739112,43141030,98726653,26423640,42912739,2889586,5714630,6803519,1133526,1567907,1231646,6063587,1050855,2534660,1439406,1257201,871144,1269843,1812457,1812387,3303250,3758474,1941269,799775,1130126,632430
253,253,2302367,3945328,5021439,14958266,13262121,4630983,5352903,3641561,10221740,4032071,9098978,53505724,14997641,34656725,2927323,44244985,2989868,50412461,3270928,25185576,5673916,30122012,23945421,40119200,66228275,33534388,123863558,36114779,38242598,120692268,33298033,51017476,121161522,30458791,43152437,5057679,7992524,8282988,961241,1285105,1115126,10703050,1809778,3089920,2003784,1170675,503111,901487,1226574,1471017,2737961,4042100,1744634,1173228,1332515,862012
153,153,2520021,4842563,4888956,13213571,12632013,4501671,5253924,5642197,11889332,4045577,10116216,58480038,18414693,37579670,4181446,56173311,3587798,58731416,4712548,29742832,9846573,34142979,22083851,31825254,49742079,31477019,107262596,26952057,36716808,89330303,16473406,42736637,93093376,19063809,28143294,3302488,4115949,3380155,701007,754766,553035,NA,6406862,6795424,5866930,1373677,767765,976582,1702481,1401507,4361064,5446096,2919237,1301786,1579239,791603
106,106,3307900,6546991,5212354,14531158,13517776,5510015,5900331,6208142,14549264,6182131,11324190,70635160,19563511,40172194,3798061,62065179,3715907,65614337,4517834,33388928,10297527,40512562,28350514,39945906,68940778,40192959,150997180,36403931,47591350,131444395,20586584,55386758,129732998,24031703,36047502,5409823,6763348,6868135,1196537,1280786,861289,19128811,4022552,6079761,3369275,1535686,769329,1481377,1881847,2207725,4850570,6133460,3183056,1422407,1653405,957826
216,216,2709734,5295646,4942806,15120899,13710089,3925426,4495389,3612944,12507459,5238200,9692911,64225620,18552799,39414997,3965393,53791438,3237292,58504362,4541260,30041773,7248783,33446043,28045753,38494083,68514407,29623208,158798920,34602499,52424205,163260110,42082386,66486848,156129704,36641307,50365592,7049105,9511459,9466815,1392234,1884734,1471668,8092762,1077247,2389239,1144898,889270,612361,1017863,1311464,1376414,3110566,4406054,1942572,1042984,1416500,911810
254,254,1852589,4025261,3938480,12194305,12725258,3986348,5001713,4211498,9803767,4258716,8182297,51564397,15600699,29730388,2845072,40646336,2412398,40580099,3002154,21692368,5828235,26625789,24586412,32149366,62245120,26124318,117014233,29576320,38743422,108289306,30803911,48477254,128622043,27359185,44221088,5263018,6622785,8256530,1073167,1383613,1099087,13781897,2246965,2195492,2033280,1563821,685439,1171775,1395990,1575179,3378909,4116811,2012726,1097313,1175985,660654
107,107,1960586,4005819,5550055,17288510,17333247,5735233,7597378,8564299,17251593,7636565,12979217,67969079,32578550,NA,5241927,86641422,4548274,88039273,5007489,45370976,4592162,27234697,27696971,36555040,69188048,21197532,113904421,29200677,27302364,108958791,20812195,55295572,131245902,27034108,43076366,2842581,5890833,7813384,1454101,2558624,NA,15878558,3096000,6950388,3124444,1017888,713432,1341944,1673483,2061295,3094422,4428004,2195680,835255,1138002,651451
183,183,1584312,3718569,4405923,13812309,15783662,4332943,5975076,3765157,12772829,4118789,9015227,52493873,20314612,36212463,4325511,48623531,5014497,42972919,4155445,25009505,4583467,17868633,18101399,25335714,51889926,23268326,78947113,21255068,29457758,63111050,13163517,32409370,83281470,21634896,38074458,2517951,4842285,4943895,848099,982414,717520,6172353,1548935,6019010,1771904,724080,691246,996333,1272546,1153293,2685311,2909417,1551288,1245276,1421649,720109
108,108,1934282,3242725,5664964,16433702,12810399,5408458,6086898,8090471,13135134,4886937,10459841,60061158,19365736,44999037,3356009,54822224,3355882,66752291,3229163,29283529,5448657,31315536,20244775,38223686,60594623,31873032,118988412,28029785,31370455,98476461,19433471,50839275,103430631,26646513,35542985,3235636,5188882,5500811,1121727,1652879,1380439,18375370,3978735,4717488,3868002,1220899,711067,1469185,1991087,2636516,3468780,5721633,2344809,1270016,1748662,940605
217,217,2457320,4491812,4392608,12197348,11504202,3406039,3987409,4092821,9675144,3966579,9482341,52782300,15104784,31255746,2999669,44047404,2602082,46109614,3396175,23504739,7635815,34591438,27143415,38264136,62122103,37074621,152246795,43779664,50009251,138487313,39461087,66546811,146595876,32712195,45287412,7444094,7926751,9148875,1016909,1310894,990649,9667253,1175299,2463180,1828237,826458,531419,839788,1208568,1136434,2824080,3648648,1646266,867973,1079233,658465
218,218,1829563,3915334,4239058,11917751,11645679,3128161,4011732,3831934,10131282,4675269,8499432,57511419,15430325,29268688,2995399,45568900,2533601,47279148,3509911,24445876,6883011,30733395,23233952,33494403,55660312,26012629,116940198,27292254,43015412,124828271,37986679,59931585,136989666,32749560,45790598,6830356,7201168,9200022,1014935,1335873,1117135,14993436,1974738,2732635,2548149,1356126,639689,1268498,1313352,1663802,3761269,4483667,2133299,1251020,1530262,880777
154,154,1237097,2927589,4179422,12800616,14455919,4038342,5807861,6788859,13987370,5657014,11061985,55313332,22509422,51631194,4125443,63298471,3757212,67798877,4114451,33575054,NA,29947299,23336793,23362703,48833868,20410897,94061972,24730542,27301272,77789820,13998373,33610384,88325782,17502853,28961308,2564620,3987020,4409759,978635,1453273,1144922,9728832,2406242,13826955,1206800,542746,364078,581169,980526,943924,2035795,2908736,1256213,1042771,1392779,916067
291,291,1418531,2566805,4396975,13270501,12592506,4282636,5158371,3328221,9480022,4253380,7832302,37910033,17841787,32128937,3224339,41641375,2696632,37658228,2965951,19621184,5122578,24391671,21708957,35389751,62945076,22403445,90820355,23784362,35596594,75308919,26204755,47394925,100894660,27415681,42220156,3776237,6430819,6252756,1062238,1274705,979287,6162745,1236178,2360682,1077830,1094901,555073,1042498,1092480,1252770,2384772,2758171,1346982,773638,1244020,627421
155,155,2193360,3978298,5765708,15563728,14428338,5003586,5873887,5991895,11605170,6417895,15996897,68529325,16964095,40553997,3206357,66882696,3335406,75494870,3712037,32673199,5010279,26694717,19669165,35966772,56471929,23054672,111619879,41907950,29930830,109003029,18491902,46394507,104133780,24604586,37618697,4202920,5352602,5980667,1074098,1540902,1189255,19467158,6416851,NA,3435302,1095364,544039,1111740,1628724,1839847,4482071,5981576,2722388,1174134,1687972,899466
156,156,1863109,4126411,5104591,16017936,16524440,5144613,6872453,7145744,11679898,8014803,9743667,58930908,20004387,40500234,4103649,61876722,3457393,63884025,4571286,34404949,6839815,25575793,23018645,36121632,65323180,24666452,108444798,25761684,30846387,101144783,15895146,44843131,105853942,25570894,38779176,3132444,5292098,5780709,1196944,1905999,1555340,8130590,2145367,6174955,1444115,1145286,686045,1383182,1564084,1792527,3897331,5049996,2717063,1023291,1454576,876354
219,219,1720715,3275472,3535228,10557428,10603536,2957385,3500286,3922196,7973085,3401072,5845188,37172031,12407819,26178286,2380641,34154106,1816071,35932060,2728470,19996085,4293825,23912517,22324915,26172993,48837070,23817244,102253749,23118876,30991502,98426307,31492899,54294122,124378618,23793287,35444552,4874484,5787861,8051724,1034955,1448167,1171715,13596377,1845917,1866103,1559799,1469916,714956,1088272,1509150,1620151,3249692,4120464,2120286,918760,1085733,711583
152,152,3170141,5693515,5666981,14577471,13028090,5160283,5724496,5729615,12998224,6015618,11697440,69272339,21385087,37304503,4796800,64765236,3874320,60525074,5309780,31319829,11690518,35805217,24456642,33960458,48678186,31729548,134582857,32853686,36035007,131937451,18251362,48481770,111020771,20747280,27509898,4590790,4752130,5073249,993267,1411055,1115143,28188779,NA,NA,3527600,915088,669102,1149847,1375077,1326270,4183748,4601560,2257744,1352014,2432690,952325
297,297,1725462,3467377,3457580,11257244,12414661,3900366,4930762,4180364,8855221,2859192,7774260,41819832,17312443,32618500,2907684,42566755,2704780,40421291,2646003,19076177,5981203,25957640,24575095,28317626,59096410,23382880,106989893,26750175,36281804,89612700,27725655,42932058,125519666,24213885,42015251,4481478,6229744,6918489,883262,1058838,846432,13537531,2778352,2724881,2525594,929696,596686,849374,1137764,1064598,2674356,3008241,1336966,1045737,1682708,857595
220,220,1781832,3159857,4996223,14931268,14086764,4039115,4729933,5263134,10346454,4509064,9286115,45158119,21466417,36447107,3853679,51631440,2894175,45581771,3527527,24149488,5189997,26885121,23036935,35343911,64280275,25679037,103963172,29941834,36910345,94042217,30600149,57657833,132093659,32003588,54912738,5855963,8497083,9992304,904037,1074465,953232,19054058,1892396,3664221,2580003,1318333,926574,1601530,1583956,1760729,3719554,3824391,1865781,1114045,1588257,785194
